אֵאוֹגֶנִיקָה	QeQWgE!niqaH	eoge!nika
הִתְעַדְכֵּן	hItRAdke!n	hitʔadke!n
הִתְעַדְכְּנוּת	hItRAdk3nu!t	hitʔadkenu!t
הִתְעַדֵּן	hItRA_ḍe!n	hitʔade!n
הִתְעַדְּנוּת	hItRA_ḍ3nu!t	hitʔadnu!t
הִתְעָה	hItRa!H	hitʔa!
הִתְעוֹדֵד	hItRWde!d	hitʔode!d
הִתְעוֹדְדוּת	hItRWd3du!t	hitʔodedu!t
הִתְעַוָּה	hItRA_wa!H	hitʔava!
הִתְעַוְּזוּת	hItRA_w3zu!t	hitʔavzu!t
הִתְעַוֵּל	hItRA_we!l	hitʔave!l
הִתְעוֹלֵל	hItRWle!l	hitʔole!l
הִתְעוֹלְלוּת	hItRWl3lu!t	hitʔolelu!t
הִתְעוֹפֵף	hItRWfe!f	hitʔofe!f
הִתְעוֹפְפוּת	hItRWf3fu!t	hitʔofefu!t
הִתְעַוֵּר	hItRA_we!r	hitʔave!r
הִתְעַוְּרוּת	hItRA_w3ru!t	hitʔavru!t
הִתְעוֹרֵר	hItRWre!r	hitʔore!r
הִתְעוֹרְרוּת	hItRWr3ru!t	hitʔoreru!t
הִתְעַוֵּת	hItRA_we!t	hitʔave!t
הִתָּעוּת	hI_ṭaRu!t	hitau!t
הִתְעַוְּתוּת	hItRA_w3tu!t	hitʔavtu!t
הִתְעַזֵּב	hItRA_ze!v	hitʔaze!v
הִתְעַזֵּז	hItRA_ze!z	hitʔaze!z
הִתְעַזֵּר	hItRA_ze!r	hitʔaze!r
הִתְעַטָּה	hItRA_Ta!H	hitʔata!
הִתְעַטֵּף	hItRA_Te!f	hitʔate!f
הִתְעַטְּפוּת	hItRA_T3fu!t	hitʔatfu!t
הִתְעַטֵּר	hItRA_Te!r	hitʔate!r
הִתְעַטְּרוּת	hItRA_T3ru!t	hitʔatru!t
הִתְעַטֵּשׁ	hItRA_Te!c	hitʔate!ʃ
הִתְעַטְּשׁוּת	hItRA_T3cu!t	hitʔatʃu!t
הִתְעִיב	hItRi!v	hitʔi!v
הִתְעִיד	hItRi!d	hitʔi!d
הַתְעָיָה	hAtRaya!H	hatʔaja!
הִתְעַיֵּן	hItRA_ye!n	hitʔaje!n
הִתְעַיֵּף	hItRA_ye!f	hitʔaje!f
הִתְעַיְּפוּת	hItRA_y3fu!t	hitʔajfu!t
הִתְעַיְּרוּת	hItRA_y3ru!t	hitʔajru!t
הִתְעַכֵּב	hItRA_ke!v	hitʔake!v
הִתְעַכְּבוּת	hItRA_k3vu!t	hitʔakvu!t
הִתְעַכֵּל	hItRA_ke!l	hitʔake!l
הִתְעַכְּלוּת	hItRA_k3lu!t	hitʔaklu!t
הִתְעַכֵּר	hItRA_ke!r	hitʔake!r
הִתְעַלֵּג	hItRA_le!g	hitʔale!g
הִתְעַלָּה	hItRA_la!H	hitʔala!
הִתְעַלּוּת	hItRA_lu!t	hitʔalu!t
הִתְעַלֵּז	hItRA_le!z	hitʔale!z
הִתְעַלֵּל	hItRA_le!l	hitʔale!l
הִתְעַלְּלוּת	hItRA_l3lu!t	hitʔalelu!t
הִתְעַלֵּם	hItRA_le!m	hitʔale!m
הִתְעַלְּמוּת	hItRA_l3mu!t	hitʔalmu!t
הִתְעַלֵּס	hItRA_le!s	hitʔale!s
הִתְעַלְּסוּת	hItRA_l3su!t	hitʔalsu!t
הִתְעַלְעֵל	hItRAlRe!l	hitʔalʔe!l
הִתְעַלֵּף	hItRA_le!f	hitʔale!f
הִתְעַלְפָּה	hItRAlpa!H	hitʔalpa!
הִתְעַלְּפוּת	hItRA_l3fu!t	hitʔalfu!t
הִתְעַלֵּץ	hItRA_le!Z	hitʔale!ts
הִתְעַלֵּק	hItRA_le!q	hitʔale!k
הִתְעַלְּקוּת	hItRA_l3qu!t	hitʔalku!t
הִתְעַמֵּד	hItRA_me!d	hitʔame!d
הִתְעַמֵּל	hItRA_me!l	hitʔame!l
הִתְעַמְּלוּת	hItRA_m3lu!t	hitʔamlu!t
הִתְעַמְלְנוּת	hItRAml3nu!t	hitʔamlenu!t
הִתְעַמֵּם	hItRA_me!m	hitʔame!m
הִתְעַמְּמוּת	hItRA_m3mu!t	hitʔamemu!t
הִתְעַמְעֵם	hItRAmRe!m	hitʔamʔe!m
הִתְעַמְעְמוּת	hItRAmR3mu!t	hitʔamʔemu!t
הִתְעַמְעֲמוּת	hItRAmRámu!t	hitʔamʔamu!t
הִתְעַמֵּץ	hItRA_me!Z	hitʔame!ts
הִתְעַמֵּק	hItRA_me!q	hitʔame!k
הִתְעַמְּקוּת	hItRA_m3qu!t	hitʔamku!t
הִתְעַמֵּר	hItRA_me!r	hitʔame!r
הִתְעַמְּרוּת	hItRA_m3ru!t	hitʔamru!t
הִתְעַמֵּת	hItRA_me!t	hitʔame!t
הִתְעַמְּתוּת	hItRA_m3tu!t	hitʔamtu!t
הִתְעַנֵּב	hItRA_ne!v	hitʔane!v
הִתְעַנְּבוּת	hItRA_n3vu!t	hitʔanvu!t
הִתְעַנְבֵּל	hItRAnbe!l	hitʔanbe!l
הִתְעַנֵּג	hItRA_ne!g	hitʔane!g
הִתְעַנְּגוּת	hItRA_n3gu!t	hitʔangu!t
הִתְעַנָּה	hItRA_na!H	hitʔana!
הִתְעַנֵּו	hItRA_ne!w	hitʔane!v
הִתְעַנְּווּת	hItRA_n3wu!t	hitʔanvu!t
הִתְעַנּוּת	hItRA_nu!t	hitʔanu!t
הִתְעַנְיֵן	hItRAnye!n	hitʔanje!n
הִתְעַנְיְנוּת	hItRAny3nu!t	hitʔanjenu!t
הִתְעַנֵּן	hItRA_ne!n	hitʔane!n
הִתְעַנְּנוּת	hItRA_n3nu!t	hitʔanenu!t
הִתְעַנֵּף	hItRA_ne!f	hitʔane!f
הִתְעַסֵּק	hItRA_se!q	hitʔase!k
הִתְעַסְּקוּת	hItRA_s3qu!t	hitʔasku!t
הִתְעַפְעֵף	hItRAfRe!f	hitʔafʔe!f
הִתְעַפְּצוּת	hItRA_p3Zu!t	hitʔaptsu!t
הִתְעַפֵּר	hItRA_pe!r	hitʔape!r
הִתְעַפֵּשׁ	hItRA_pe!c	hitʔape!ʃ
הִתְעַפְּשׁוּת	hItRA_p3cu!t	hitʔapʃu!t
הִתְעַצֵּב	hItRA_Ze!v	hitʔatse!v
הִתְעַצְּבוּת	hItRA_Z3vu!t	hitʔatsvu!t
הִתְעַצְבֵּן	hItRAZbe!n	hitʔatsbe!n
הִתְעַצְבְּנוּת	hItRAZb3nu!t	hitʔatsbenu!t
הִתְעַצָּה	hItRA_Za!H	hitʔatsa!
הִתְעַצֵּל	hItRA_Ze!l	hitʔatse!l
הִתְעַצְּלוּת	hItRA_Z3lu!t	hitʔatslu!t
הִתְעַצְלְנוּת	hItRAZl3nu!t	hitʔatslenu!t
הִתְעַצֵּם	hItRA_Ze!m	hitʔatse!m
הִתְעַצְּמוּת	hItRA_Z3mu!t	hitʔatsmu!t
הִתְעַצֵּר	hItRA_Ze!r	hitʔatse!r
הִתְעַקֵּד	hItRA_qe!d	hitʔake!d
הִתְעַקֵּל	hItRA_qe!l	hitʔake!l
הִתְעַקְּלוּת	hItRA_q3lu!t	hitʔaklu!t
הִתְעַקֵּם	hItRA_qe!m	hitʔake!m
הִתְעַקְּמוּת	hItRA_q3mu!t	hitʔakmu!t
הִתְעַקֵּר	hItRA_qe!r	hitʔake!r
הִתְעַקְּרוּת	hItRA_q3ru!t	hitʔakru!t
הִתְעַקֵּשׁ	hItRA_qe!c	hitʔake!ʃ
הִתְעַקְּשׁוּת	hItRA_q3cu!t	hitʔakʃu!t
הִתְעָרֵב	hItRare!v	hitʔare!v
הִתְעַרְבֵּב	hItRArbe!v	hitʔarbe!v
הִתְעַרְבְּבוּת	hItRArb3vu!t	hitʔarbevu!t
הִתְעַרְבוּת	hItRArvu!t	hitʔarvu!t
הִתְעַרְבּוּת	hItRArbu!t	hitʔarbu!t
הִתְעָרְבוּת	hItRar3vu!t	hitʔarvu!t
הִתְעַרְבֵּל	hItRArbe!l	hitʔarbe!l
הִתְעַרְבְּלוּת	hItRArb3lu!t	hitʔarbelu!t
הִתְעַרְגֵּל	hItRArǵe!l	hitʔarge!l
הִתְעָרָה	hItRara!H	hitʔara!
הִתְעָרוּת	hItRaru!t	hitʔaru!t
הִתְעַרְטֵל	hItRArTe!l	hitʔarte!l
הִתְעַרְטְלוּת	hItRArT3lu!t	hitʔartelu!t
הִתְעַרְיוּת	hItRAryu!t	hitʔarju!t
הִתְעָרֵם	hItRare!m	hitʔare!m
הִתְעַרְמוּת	hItRArmu!t	hitʔarmu!t
הִתְעַרְסֵל	hItRArse!l	hitʔarse!l
הִתְעַרְסְלוּת	hItRArs3lu!t	hitʔarselu!t
הִתְעַרְעֵר	hItRArRe!r	hitʔarʔe!r
הִתְעַרְעְרוּת	hItRArR3ru!t	hitʔarʔeru!t
הִתְעַרְעֲרוּת	hItRArRáru!t	hitʔarʔaru!t
הִתְעָרֵף	hItRare!f	hitʔare!f
הִתְעַרְפֵּל	hItRArpe!l	hitʔarpe!l
הִתְעַרְפְּלוּת	hItRArp3lu!t	hitʔarpelu!t
הִתְעַשֵּׁן	hItRA_ce!n	hitʔaʃe!n
הִתְעַשְּׁנוּת	hItRA_c3nu!t	hitʔaʃnu!t
הִתְעַשֵּׂר	hItRA_Se!r	hitʔase!r
הִתְעַשֵּׁר	hItRA_ce!r	hitʔaʃe!r
הִתְעַשְּׁרוּת	hItRA_c3ru!t	hitʔaʃru!t
הִתְעַשֵּׁשׁ	hItRA_ce!c	hitʔaʃe!ʃ
הִתְעַשֵּׁת	hItRA_ce!t	hitʔaʃe!t
הִתְעַשְּׁתוּת	hItRA_c3tu!t	hitʔaʃtu!t
הִתְעַתֵּד	hItRA_ṭe!d	hitʔate!d
הִתְעַתְּדוּת	hItRA_ṭ3du!t	hitʔatdu!t
הִתְעַתְמְנוּת	hItRAtm3nu!t	hitʔatmenu!t
הִתַּעְתֵּעַ	hI_ṭARṭe!RÁ	hitate!a
הִתַּעְתַּע	hI_ṭARṭA!R	hitata!
הִתַּעֲתֵעַ	hI_ṭARáte!RÁ	hitaate!a
הִתַּעֲתַע	hI_ṭARátA!R	hitaata!
הִתְעַתֵּק	hItRA_ṭe!q	hitʔate!k
הִתְעַתְּקוּת	hItRA_ṭ3qu!t	hitʔatku!t
הִתְפָּאֵר	hItpaQe!r	hitpae!r
הִתְפַּאֲרוּת	hItpAQáru!t	hitpaaru!t
הִתְפָּאְרוּת	hItpaQ3ru!t	hitparu!t
הִתְפָּאֲרוּת	hItpaQáru!t	hitpaaru!t
הִתְפַבְּרְקוּת	hItfA_b3r3qu!t	hitfabreku!t
הִתְפַּגֵּל	hItpA_ǵe!l	hitpage!l
הִתְפַּגְּלוּת	hItpA_ǵ3lu!t	hitpaglu!t
הִתְפַּגֵּם	hItpA_ǵe!m	hitpage!m
הִתְפַּגֵּר	hItpA_ǵe!r	hitpage!r
הִתְפַּגְּרוּת	hItpA_ǵ3ru!t	hitpagru!t
הִתְפַּגֵּשׁ	hItpA_ǵe!c	hitpage!ʃ
הִתְפַּגְּשׁוּת	hItpA_ǵ3cu!t	hitpagʃu!t
הִתְפַדְּחוּת	hItfA_ḍ3ju!t	hitfadxu!t
הִתְפַּדְלְעוּת	hItpAdl3Ru!t	hitpadleu!t
הִתְפַּדֵּר	hItpA_ḍe!r	hitpade!r
הִתְפַּדְּרוּת	hItpA_ḍ3ru!t	hitpadru!t
הִתְפַּהֵק	hItpAhe!q	hitpahe!k
הִתְפַּהֲקוּת	hItpAháqu!t	hitpahaku!t
הִתְפּוֹגֵג	hItpWge!g	hitpoge!g
הִתְפּוֹגְגוּת	hItpWg3gu!t	hitpogegu!t
הִתְפּוֹצֵץ	hItpWZe!Z	hitpotse!ts
הִתְפּוֹצְצוּת	hItpWZ3Zu!t	hitpotsetsu!t
הִתְפּוֹקֵק	hItpWqe!q	hitpoke!k
הִתְפּוֹקְקוּת	hItpWq3qu!t	hitpokeku!t
הִתְפּוֹרֵר	hItpWre!r	hitpore!r
הִתְפּוֹרְרוּת	hItpWr3ru!t	hitporeru!t
הִתְפַּזֵּם	hItpA_ze!m	hitpaze!m
הִתְפַּזְּמוּת	hItpA_z3mu!t	hitpazmu!t
הִתְפַּזֵּר	hItpA_ze!r	hitpaze!r
הִתְפַּזְּרוּת	hItpA_z3ru!t	hitpazru!t
הֻתְפַּח	hUtpA!j	hutpa!x
הִתְפַּחֵד	hItpAje!d	hitpaxe!d
הַתְפָּחָה	hAtpaja!H	hatpaxa!
הִתָּפְחוּת	hI_ṭaf3ju!t	hitafxu!t
הִתְפַּחֵז	hItpAje!z	hitpaxe!z
הִתְפַּחֵם	hItpAje!m	hitpaxe!m
הִתְפַּחְמוּת	hItpAjmu!t	hitpaxmu!t
הִתְפַּחֲמוּת	hItpAjámu!t	hitpaxamu!t
הִתְפַּחְסוּת	hItpAjsu!t	hitpaxsu!t
הִתְפַּחֵת	hItpAje!t	hitpaxe!t
הִתְפַּטֵּם	hItpA_Te!m	hitpate!m
הִתְפַּטְּמוּת	hItpA_T3mu!t	hitpatmu!t
הִתְפַּטְפְּטוּת	hItpATp3Tu!t	hitpatpetu!t
הִתְפַּטֵּר	hItpA_Te!r	hitpate!r
הִתְפַּטְּרוּת	hItpA_T3ru!t	hitpatru!t
הִתְפַיְּדוּת	hItfA_y3du!t	hitfajdu!t
הִתְפִּיחַ	hItpi!jÁ	hitpi!ax
הִתְפַּיֵּחַ	hItpA_ye!jÁ	hitpaje!ax
הִתְפַּיְּחוּת	hItpA_y3ju!t	hitpajxu!t
הִתְפַּיֵּט	hItpA_ye!T	hitpaje!t
הִתְפַּיְּטוּת	hItpA_y3Tu!t	hitpajtu!t
הִתְפִּיל	hItpi!l	hitpi!l
הִתְפִּיס	hItpi!s	hitpi!s
הִתְפַּיֵּס	hItpA_ye!s	hitpaje!s
הִתְפַּיְּסוּת	hItpA_y3su!t	hitpajsu!t
הִתְפַּכֵּחַ	hItpA_ke!jÁ	hitpake!ax
הִתְפַּכְּחוּת	hItpA_k3ju!t	hitpakxu!t
הִתְפַּכְפֵּךְ	hItpAxpe!x	hitpaxpe!x
הֻתְפַּל	hUtpA!l	hutpa!l
הִתְפַּלֵּא	hItpA_le!Q	hitpale!
הִתְפַּלְּאוּת	hItpA_l3Qu!t	hitpalʔu!t
הִתְפַּלְבֵּל	hItpAlbe!l	hitpalbe!l
הִתְפַּלֵּג	hItpA_le!g	hitpale!g
הִתְפַּלְּגוּת	hItpA_l3gu!t	hitpalgu!t
הַתְפָּלָה	hAtpala!H	hatpala!
הִתְפַלֵּחַ	hItfA_le!jÁ	hitfale!ax
הִתְפַּלֵּחַ	hItpA_le!jÁ	hitpale!ax
הִתְפַלְּחוּת	hItfA_l3ju!t	hitfalxu!t
הִתְפַּלְּחוּת	hItpA_l3ju!t	hitpalxu!t
הִתְפַּלֵּט	hItpA_le!T	hitpale!t
הִתְפַּלְּטוּת	hItpA_l3Tu!t	hitpaltu!t
הִתְפַּלֵּל	hItpA_le!l	hitpale!l
הִתְפַּלְּלוּת	hItpA_l3lu!t	hitpalelu!t
הִתְפַּלְמֵס	hItpAlme!s	hitpalme!s
הִתְפַּלְמְסוּת	hItpAlm3su!t	hitpalmesu!t
הִתְפַּלְמֵר	hItpAlme!r	hitpalme!r
הִתְפַּלְנְטְרוּת	hItpAlnT3ru!t	hitpalnteru!t
הִתְפַּלְסֵף	hItpAlse!f	hitpalse!f
הִתְפַּלְסְפוּת	hItpAls3fu!t	hitpalsefu!t
הִתְפַּלְפֵּל	hItpAlpe!l	hitpalpe!l
הִתְפַּלְפְּלוּת	hItpAlp3lu!t	hitpalpelu!t
הִתְפַּלְפֵּלוּת	hItpAlpelu!t	hitpalpelu!t
הִתְפַּלֵּץ	hItpA_le!Z	hitpale!ts
הִתְפַּלְּצוּת	hItpA_l3Zu!t	hitpaltsu!t
הִתְפַלְּקוּת	hItfA_l3qu!t	hitfalku!t
הִתְפַלְרְטְטוּת	hItfAlrT3Tu!t	hitfalrtetu!t
הִתְפַּלֵּשׁ	hItpA_le!c	hitpale!ʃ
הִתְפַּלְּשׁוּת	hItpA_l3cu!t	hitpalʃu!t
הִתְפַּמְפְּמוּת	hItpAmp3mu!t	hitpampemu!t
הִתְפַּנְדְּרְקוּת	hItpAnḍr3qu!t	hitpandreku!t
הִתְפַּנָּה	hItpA_na!H	hitpana!
הִתְפַּנּוּת	hItpA_nu!t	hitpanu!t
הִתְפַנְּנוּת	hItfA_n3nu!t	hitfanenu!t
הִתְפַּנֵּק	hItpA_ne!q	hitpane!k
הִתְפַּנְּקוּת	hItpA_n3qu!t	hitpanku!t
הִתְפַסְבְּקוּת	hItfAsb3qu!t	hitfasbeku!t
הַתְפָּסָה	hAtpasa!H	hatpasa!
הִתָּפְסוּת	hI_ṭaf3su!t	hitafsu!t
הִתְפַּסְכְלְגוּת	hItpAsxl3gu!t	hitpasxlegu!t
הִתְפַסְפֵס	hItfAsfe!s	hitfasfe!s
הִתְפַסְפְסוּת	hItfAsf3su!t	hitfasfesu!t
הִתְפַּסֵּק	hItpA_se!q	hitpase!k
הִתְפַּעֵל	hItpARe!l	hitpae!l
הִתְפַּעְלוּת	hItpARlu!t	hitpalu!t
הִתְפַּעֲלוּת	hItpARálu!t	hitpaalu!t
הִתְפַּעֵם	hItpARe!m	hitpae!m
הִתְפַּעְמוּת	hItpARmu!t	hitpamu!t
הִתְפַּעֲמוּת	hItpARámu!t	hitpaamu!t
הִתְפַּעְנֵחַ	hItpARne!jÁ	hitpane!ax
הִתְפַּעְנַח	hItpARnA!j	hitpana!x
הִתְפַּעֲנֵחַ	hItpARáne!jÁ	hitpaane!ax
הִתְפַּעֲנַח	hItpARánA!j	hitpaana!x
הִתְפַּעְנְחוּת	hItpARn3ju!t	hitpanexu!t
הִתְפַּעְפֵּעַ	hItpARpe!RÁ	hitpape!a
הִתְפַּעְפְּעוּת	hItpARp3Ru!t	hitpapeu!t
הִתְפַּצֵּחַ	hItpA_Ze!jÁ	hitpatse!ax
הִתְפַּצְּחוּת	hItpA_Z3ju!t	hitpatsxu!t
הִתְפַּצֵּל	hItpA_Ze!l	hitpatse!l
הִתְפַּצְּלוּת	hItpA_Z3lu!t	hitpatslu!t
הִתְפַּצְלְחוּת	hItpAZl3ju!t	hitpatslexu!t
הִתְפַּצֵּעַ	hItpA_Ze!RÁ	hitpatse!a
הִתְפַּצְפֵּץ	hItpAZpe!Z	hitpatspe!ts
הִתְפַּצְפְּצוּת	hItpAZp3Zu!t	hitpatspetsu!t
הִתְפַּקֵּד	hItpA_qe!d	hitpake!d
הִתְפַּקְּדוּת	hItpA_q3du!t	hitpakdu!t
הִתְפַּקֵּחַ	hItpA_qe!jÁ	hitpake!ax
הִתְפַּקְּחוּת	hItpA_q3ju!t	hitpakxu!t
הִתְפַקְּסוּת	hItfA_q3su!t	hitfaksu!t
הִתְפַקְסְסוּת	hItfAqs3su!t	hitfaksesu!t
הִתְפַּקֵּעַ	hItpA_qe!RÁ	hitpake!a
הִתְפַּקְּעוּת	hItpA_q3Ru!t	hitpakʔu!t
הִתְפַּקְפֵּק	hItpAqpe!q	hitpakpe!k
הִתְפַּקֵּק	hItpA_qe!q	hitpake!k
הִתְפַּקְּקוּת	hItpA_q3qu!t	hitpakeku!t
הִתְפַּקֵּר	hItpA_qe!r	hitpake!r
הִתְפַּקְּרוּת	hItpA_q3ru!t	hitpakru!t
הִתְפַקְשֵׁשׁ	hItfAqce!c	hitfakʃe!ʃ
הִתְפָּרֵד	hItpare!d	hitpare!d
הִתְפַּרְדּוּת	hItpArḍu!t	hitpardu!t
הִתְפָּרְדוּת	hItpar3du!t	hitpardu!t
הִתָּפְרוּת	hI_ṭaf3ru!t	hitafru!t
הִתְפַּרְחֵחַ	hItpArje!jÁ	hitparxe!ax
הִתְפָּרֵט	hItpare!T	hitpare!t
הִתְפַּרְטוּת	hItpArTu!t	hitpartu!t
הִתְפָּרְטוּת	hItpar3Tu!t	hitpartu!t
הִתְפָּרֵךְ	hItpare!x	hitpare!x
הִתְפַּרְכֵּס	hItpArke!s	hitparke!s
הִתְפַּרְכְּסוּת	hItpArk3su!t	hitparkesu!t
הִתְפַרְמְטוּת	hItfArm3Tu!t	hitfarmetu!t
הִתְפַּרְנֵס	hItpArne!s	hitparne!s
הִתְפַּרְנְסוּת	hItpArn3su!t	hitparnesu!t
הִתְפַּרְנֵק	hItpArne!q	hitparne!k
הִתְפָּרֵס	hItpare!s	hitpare!s
הִתְפַּרְסוּת	hItpArsu!t	hitparsu!t
הִתְפָּרְסוּת	hItpar3su!t	hitparsu!t
הִתְפַּרְסֵם	hItpArse!m	hitparse!m
הִתְפַּרְסְמוּת	hItpArs3mu!t	hitparsemu!t
הִתְפָּרֵעַ	hItpare!RÁ	hitpare!a
הִתְפַּרְעוּת	hItpArRu!t	hitparʔu!t
הִתְפָּרְעוּת	hItpar3Ru!t	hitparʔu!t
הִתְפַּרְפֵּר	hItpArpe!r	hitparpe!r
הִתְפַּרְפְּרוּת	hItpArp3ru!t	hitparperu!t
הִתְפָּרֵץ	hItpare!Z	hitpare!ts
הִתְפַּרְצוּת	hItpArZu!t	hitpartsu!t
הִתְפָּרְצוּת	hItpar3Zu!t	hitpartsu!t
הִתְפַּרְצֵף	hItpArZe!f	hitpartse!f
הִתְפָּרֵק	hItpare!q	hitpare!k
הִתְפַּרְקֵד	hItpArqe!d	hitparke!d
הִתְפַּרְקְדוּת	hItpArq3du!t	hitparkedu!t
הִתְפַּרְקְדְנוּת	hItpArq3d3nu!t	hitparkdenu!t
הִתְפַּרְקוּת	hItpArqu!t	hitparku!t
הִתְפָּרְקוּת	hItpar3qu!t	hitparku!t
הִתְפַּרְרוּת	hItpAr3ru!t	hitpareru!t
הִתְפָּרֵשׂ	hItpare!S	hitpare!s
הִתְפָּרֵשׁ	hItpare!c	hitpare!ʃ
הִתְפַּרְשׂוּת	hItpArSu!t	hitparsu!t
הִתְפַּרְשׁוּת	hItpArcu!t	hitparʃu!t
הִתָּפְשׂוּת	hI_ṭaf3Su!t	hitafsu!t
הִתָּפְשׁוּת	hI_ṭaf3cu!t	hitafʃu!t
הִתְפַּשֵּׁט	hItpA_ce!T	hitpaʃe!t
הִתְפַּשְּׁטוּת	hItpA_c3Tu!t	hitpaʃtu!t
הִתְפַשֵּׁל	hItfA_ce!l	hitfaʃe!l
הִתְפַּשֵּׁל	hItpA_ce!l	hitpaʃe!l
הִתְפַשְּׁלוּת	hItfA_c3lu!t	hitfaʃlu!t
הִתְפַּשֵּׂק	hItpA_Se!q	hitpase!k
הִתְפַּשֵּׁר	hItpA_ce!r	hitpaʃe!r
הִתְפַּשְּׁרוּת	hItpA_c3ru!t	hitpaʃru!t
הִתְפַּתָּה	hItpA_ṭa!H	hitpata!
הִתְפַּתֵּחַ	hItpA_ṭe!jÁ	hitpate!ax
הִתְפַּתְּחוּת	hItpA_ṭ3ju!t	hitpatxu!t
הִתְפַּתְּחוּתִי	hItpA_ṭ3juti!	hitpatxuti!
הִתְפַּתֵּל	hItpA_ṭe!l	hitpate!l
הִתְפַּתְּלוּת	hItpA_ṭ3lu!t	hitpatlu!t
הִתְקַבֵּל	hItqA_be!l	hitkabe!l
הִתְקַבְּלוּת	hItqA_b3lu!t	hitkablu!t
הִתְקַבֵּעַ	hItqA_be!RÁ	hitkabe!a
הִתְקַבְּעוּת	hItqA_b3Ru!t	hitkabʔu!t
הִתְקַבֵּץ	hItqA_be!Z	hitkabe!ts
הִתְקַבְּצוּת	hItqA_b3Zu!t	hitkabtsu!t
הִתְקַדֵּם	hItqA_ḍe!m	hitkade!m
הִתְקַדְּמוּת	hItqA_ḍ3mu!t	hitkadmu!t
הִתְקַדֵּר	hItqA_ḍe!r	hitkade!r
הִתְקַדְּרוּת	hItqA_ḍ3ru!t	hitkadru!t
הִתְקַדֵּשׁ	hItqA_ḍe!c	hitkade!ʃ
הִתְקַדְּשׁוּת	hItqA_ḍ3cu!t	hitkadʃu!t
הַתָּקָה	hA_ṭaqa!H	hataka!
הִתְקַהָה	hItqAha!H	hitkaha!
הִתְקַהוּת	hItqAhu!t	hitkahu!t
הִתְקַהְיוּת	hItqAhyu!t	hitkahju!t
הִתְקַהֵל	hItqAhe!l	hitkahe!l
הִתְקַהְלוּת	hItqAhlu!t	hitkahlu!t
הִתְקַהֲלוּת	hItqAhálu!t	hitkahalu!t
הִתְקוֹטֵט	hItqWTe!T	hitkote!t
הִתְקוֹטְטוּת	hItqWT3Tu!t	hitkotetu!t
הִתְקוֹמֵם	hItqWme!m	hitkome!m
הִתְקוֹמְמוּת	hItqWm3mu!t	hitkomemu!t
הִתְקַוְּנוּת	hItqA_w3nu!t	hitkavnu!t
הִתְקַוֵּץ	hItqA_we!Z	hitkave!ts
הִתְקַוְקְווּת	hItqAwq3wu!t	hitkavkevu!t
הִתְקוֹשֵׁשׁ	hItqWce!c	hitkoʃe!ʃ
הִתְקוֹשְׁשׁוּת	hItqWc3cu!t	hitkoʃeʃu!t
הִתְקַזֵּז	hItqA_ze!z	hitkaze!z
הִתְקַזְּזוּת	hItqA_z3zu!t	hitkazezu!t
הִתְקַטְּבוּת	hItqA_T3vu!t	hitkatvu!t
הִתְקַטֵּל	hItqA_Te!l	hitkate!l
הִתְקַטְלְגוּת	hItqATl3gu!t	hitkatlegu!t
הִתְקַטֵּן	hItqA_Te!n	hitkate!n
הִתְקַטְּנוּת	hItqA_T3nu!t	hitkatnu!t
הִתְקַטְנְטְנוּת	hItqATnT3nu!t	hitkatntenu!t
הִתְקַטֵּעַ	hItqA_Te!RÁ	hitkate!a
הִתְקַטֵּף	hItqA_Te!f	hitkate!f
הִתְקַטֵּר	hItqA_Te!r	hitkate!r
הִתְקַטְרֵג	hItqATre!g	hitkatre!g
הִתְקִיל	hItqi!l	hitki!l
הִתְקַיֵּם	hItqA_ye!m	hitkaje!m
הִתְקַיְּמוּת	hItqA_y3mu!t	hitkajmu!t
הִתְקִין	hItqi!n	hitki!n
הִתְקִיעַ	hItqi!RÁ	hitki!a
הִתְקִיף	hItqi!f	hitki!f
הַתְקָלָה	hAtqala!H	hatkala!
הִתָּקְלוּת	hI_ṭaq3lu!t	hitaklu!t
הִתְקַלֵּחַ	hItqA_le!jÁ	hitkale!ax
הִתְקַלְּחוּת	hItqA_l3ju!t	hitkalxu!t
הִתְקַלֵּל	hItqA_le!l	hitkale!l
הִתְקַלֵּס	hItqA_le!s	hitkale!s
הִתְקַלְּסוּת	hItqA_l3su!t	hitkalsu!t
הִתְקַלֵּף	hItqA_le!f	hitkale!f
הִתְקַלְּפוּת	hItqA_l3fu!t	hitkalfu!t
הִתְקַלְקֵל	hItqAlqe!l	hitkalke!l
הִתְקַלְקְלוּת	hItqAlq3lu!t	hitkalkelu!t
הִתְקַלֵּשׁ	hItqA_le!c	hitkale!ʃ
הִתְקַמְבְּנוּת	hItqAmb3nu!t	hitkambenu!t
הִתְקַמְבְּקוּת	hItqAmb3qu!t	hitkambeku!t
הִתְקַמֵּחַ	hItqA_me!jÁ	hitkame!ax
הִתְקַמֵּט	hItqA_me!T	hitkame!t
הִתְקַמְּטוּת	hItqA_m3Tu!t	hitkamtu!t
הִתְקַמְפְּלוּת	hItqAmp3lu!t	hitkampelu!t
הִתְקַמְפְּנְגוּת	hItqAmpn3gu!t	hitkampnegu!t
הִתְקַמְפְּרְסוּת	hItqAmpr3su!t	hitkampresu!t
הִתְקַמֵּץ	hItqA_me!Z	hitkame!ts
הִתְקַמְּצוּת	hItqA_m3Zu!t	hitkamtsu!t
הִתְקַמְצֵן	hItqAmZe!n	hitkamtse!n
