repr	class	index	dotted	pos	root	affix	affix_allomorph	gender	number	comment	singular_suffix	plural_suffix	phonemic	paradigm	checked	is_foreign	latin
hItqA_D3ru!t	noun	0	הִתְקַדְּרוּת	noun	qdr	m_hItqA_73lu!t	-	n			u!t	Wt	hitkadru!t	b_sus	true	false	hitqadru!t
hItQA_Da!H	verb	0	הִתְאַדָּה	verb	Qdy	b_hitpael							hit'ada!		false	false	hitada!
hItqA_De!c	verb	0	הִתְקַדֵּשׁ	verb	qdc	b_hitpael							hitkade!c		false	false	hitqade!S
hItQA_De!c	verb	0	הִתְאַדֵּשׁ	verb	Qdc	b_hitpael							hit'ade!c		false	false	hitade!S
hItqA_De!m	verb	0	הִתְקַדֵּם	verb	qdm	b_hitpael							hitkade!m		false	false	hitqade!m
hItQA_De!m	verb	0	הִתְאַדֵּם	verb	Qdm	b_hitpael							hit'ade!m		false	false	hitade!m
hItqA_De!r	verb	0	הִתְקַדֵּר	verb	qdr	b_hitpael							hitkade!r		false	false	hitqade!r
hItQA_Du!t	noun	0	הִתְאַדּוּת	noun	Qdy	m_hItqA_73lu!t		n			u!t	Wt	hit'adu!t	b_sus	false	false	hitadu!t
hItQAfc3ru!t	noun	0	הִתְאַפְשְׁרוּת	noun	Qfcr	m_hItqA_73lu!t	-	n			u!t	Wt	hit'afceru!t	b_sus	true	false	hitafSeru!t
hItQAfce!r	verb	0	הִתְאַפְשֵׁר	verb	Qpcr	b_hitpael							hit'afce!r		false	false	hitafSe!r
hItQAfle!l	verb	0	הִתְאַפְלֵל	verb	Qpll	b_hitpael							hit'afle!l		false	false	hitafle!l
hItQAfn3nu!t	noun	0	הִתְאַפְנְנוּת	noun	Qfnn	m_hItqA_73lu!t	-	n			u!t	Wt	hit'afnenu!t	b_sus	true	false	hitafnenu!t
hItQAfy3nu!t	noun	0	הִתְאַפְיְנוּת	noun	Qfyn	m_hItqA_73lu!t	-	n			u!t	Wt	hit'afyenu!t	b_sus	true	false	hitafyenu!t
hItQAfye!n	verb	0	הִתְאַפְיֵן	verb	Qpyn	b_hitpael							hit'afye!n		false	false	hitafye!n
hItQA_G3du!t	noun	0	הִתְאַגְּדוּת	noun	Qgd	m_hItqA_73lu!t	-	n			u!t	Wt	hit'agdu!t	b_sus	true	false	hitagdu!t
hItQA_Ge!d	verb	0	הִתְאַגֵּד	verb	Qgd	b_hitpael							hit'age!d		false	false	hitage!d
hItQAgr3fu!t	noun	0	הִתְאַגְרְפוּת	noun	Qgrf	m_hItqA_73lu!t	-	n			u!t	Wt	hit'agrefu!t	b_sus	true	false	hitagrefu!t
hItQAgre!f	verb	0	הִתְאַגְרֵף	verb	Qgrp	b_hitpael							hit'agre!f		false	false	hitagre!f
hItQAhádu!t	noun	0	הִתְאַהֲדוּת	noun	Qhd	m_hItqA_73lu!t	-	n			u!t	Wt	hit'ahadu!t	b_sus	true	false	hitahadu!t
hItqAha!H	verb	0	הִתְקַהָה	verb	qhy	b_hitpael							hitkaha!		false	false	hitqaha!
hItqAhálu!t	noun	0	הִתְקַהֲלוּת	noun	qhl	m_hItqA_73lu!t	-	n			u!t	Wt	hitkahalu!t	b_sus	true	false	hitqahalu!t
hItQAhávu!t	noun	0	הִתְאַהֲבוּת	noun	Qhv	m_hItqA_73lu!t	-	n			u!t	Wt	hit'ahavu!t	b_sus	true	false	hitahavu!t
hItQAhbu!t	noun	0	הִתְאַהְבּוּת	noun	Qhb	m_hItqA_73lu!t	-	n			u!t	Wt	hit'ahbu!t	b_sus	true	false	hitahbu!t
hItQAhDu!t	noun	0	הִתְאַהְדּוּת	noun	Qhd	m_hItqA_73lu!t	-	n			u!t	Wt	hit'ahdu!t	b_sus	true	false	hitahdu!t
hItqAhe!l	verb	0	הִתְקַהֵל	verb	qhl	b_hitpael							hitkahe!l		false	false	hitqahe!l
hItQAhe!v	verb	0	הִתְאַהֵב	verb	Qhb	b_hitpael							hit'ahe!v		false	false	hitahe!v
hItqAhlu!t	noun	0	הִתְקַהְלוּת	noun	qhl	m_hItqA_73lu!t	-	n			u!t	Wt	hitkahlu!t	b_sus	true	false	hitqahlu!t
hItqAhu!t	noun	0	הִתְקַהוּת	noun	qhy	m_hItqA_73lu!t		n			u!t	Wt	hitkahu!t	b_sus	false	false	hitqahu!t
hItqAhyu!t	noun	0	הִתְקַהְיוּת	noun	qhy	m_hItqA_73lu!t	-	n			u!t	Wt	hitkahyu!t	b_sus	true	false	hitqahyu!t
hItQAjádu!t	noun	0	הִתְאַחֲדוּת	noun	Qjd	m_hItqA_73lu!t		n			u!t	Wt	hit'axadu!t	b_sus	false	false	hitacadu!t
hItQAja!H	verb	0	הִתְאַחָה	verb	Qjy	b_hitpael							hit'axa!		false	false	hitaca!
hItQAjáwa!H	verb	0	הִתְאַחֲוָה	verb	Qjwy	b_hitpael							hit'axava!		false	false	hitacawa!
hItQAjDu!t	noun	0	הִתְאַחְדוּת	noun	Qjd	m_hItqA_73lu!t	-	n			u!t	Wt	hit'axdu!t	b_sus	true	false	hitacdu!t
hItQAje!d	verb	0	הִתְאַחֵד	verb	Qjd	b_hitpael							hit'axe!d		false	false	hitace!d
hItQAje!r	verb	0	הִתְאַחֵר	verb	Qjr	b_hitpael							hit'axe!r		false	false	hitace!r
hItQAje!z	verb	0	הִתְאַחֵז	verb	Qjz	b_hitpael							hit'axe!z		false	false	hitace!z
hItQAjru!t	noun	0	הִתְאַחְרוּת	noun	Qjr	m_hItqA_73lu!t	-	n			u!t	Wt	hit'axru!t	b_sus	true	false	hitacru!t
hItQaju!t	noun	0	הִתְאָחוּת	noun				n			u!t	Wt	hit'axu!t	b_sus	false	false	hitacu!t
hItQAju!t	noun	0	הִתְאַחוּת	noun	Qjy	m_hItqA_73lu!t		n			u!t	Wt	hit'axu!t	b_sus	false	false	hitacu!t
hItQAjwa!H	verb	0	הִתְאַחְוָה	verb	Qjwy	b_hitpael							hit'axva!		false	false	hitacwa!
hItQAjyu!t	noun	0	הִתְאַחְיוּת	noun	Qjy	m_hItqA_73lu!t	-	n			u!t	Wt	hit'axyu!t	b_sus	true	false	hitacyu!t
hItQAjzu!t	noun	0	הִתְאַחְזוּת	noun	Qjz	m_hItqA_73lu!t	-	n			u!t	Wt	hit'axzu!t	b_sus	true	false	hitaczu!t
hItQA_k3lu!t	noun	0	הִתְאַכְּלוּת	noun	Qkl	m_hItqA_73lu!t	-	n			u!t	Wt	hit'aklu!t	b_sus	true	false	hitaklu!t
hItQA_k3nu!t	noun	0	הִתְאַכְּנוּת	noun	Qkn	m_hItqA_73lu!t	-	n			u!t	Wt	hit'aknu!t	b_sus	true	false	hitaknu!t
hItQA_ke!l	verb	0	הִתְאַכֵּל	verb	Qkl	b_hitpael							hit'ake!l		false	false	hitake!l
hItQA_ke!m	verb	0	הִתְאַכֵּם	verb	Qkm	b_hitpael							hit'ake!m		false	false	hitake!m
hItQA_ke!r	verb	0	הִתְאַכֵּר	verb	Qkr	b_hitpael							hit'ake!r		false	false	hitake!r
hItqA_l3fu!t	noun	0	הִתְקַלְּפוּת	noun	qlf	m_hItqA_73lu!t	-	n			u!t	Wt	hitkalfu!t	b_sus	true	false	hitqalfu!t
hItqA_l3ju!t	noun	0	הִתְקַלְּחוּת	noun	qlj	m_hItqA_73lu!t	-	n			u!t	Wt	hitkalxu!t	b_sus	true	false	hitqalcu!t
hItqA_l3su!t	noun	0	הִתְקַלְּסוּת	noun	qls	m_hItqA_73lu!t	-	n			u!t	Wt	hitkalsu!t	b_sus	true	false	hitqalsu!t
hItQA_la!H	verb	0	הִתְאַלָּה	verb	Qly	b_hitpael							hit'ala!		false	false	hitala!
hItqA_le!c	verb	0	הִתְקַלֵּשׁ	verb	qlc	b_hitpael							hitkale!c		false	false	hitqale!S
hItqA_le!f	verb	0	הִתְקַלֵּף	verb	qlp	b_hitpael							hitkale!f		false	false	hitqale!f
hItqA_le!jÁ	verb	0	הִתְקַלֵּחַ	verb	qlj	b_hitpael							hitkale!ax		false	false	hitqale!ac
hItQA_le!jÁ	verb	0	הִתְאַלֵּחַ	verb	Qlj	b_hitpael							hit'ale!ax		false	false	hitale!ac
hItqA_le!l	verb	0	הִתְקַלֵּל	verb	qll	b_hitpael							hitkale!l		false	false	hitqale!l
hItQA_le!m	verb	0	הִתְאַלֵּם	verb	Qlm	b_hitpael							hit'ale!m		false	false	hitale!m
hItqA_le!s	verb	0	הִתְקַלֵּס	verb	qls	b_hitpael							hitkale!s		false	false	hitqale!s
hItQAlm3nu!t	noun	0	הִתְאַלְמְנוּת	noun	Qlmn	m_hItqA_73lu!t	-	n			u!t	Wt	hit'almenu!t	b_sus	true	false	hitalmenu!t
hItQAlme!n	verb	0	הִתְאַלְמֵן	verb	Qlmn	b_hitpael							hit'alme!n		false	false	hitalme!n
hItqAlq3lu!t	noun	0	הִתְקַלְקְלוּת	noun	qlql	m_hItqA_73lu!t	-	n			u!t	Wt	hitkalkelu!t	b_sus	true	false	hitqalqelu!t
hItqAlqe!l	verb	0	הִתְקַלְקֵל	verb	qlql	b_hitpael							hitkalke!l		false	false	hitqalqe!l
hItqA_m37u!t	noun	0	הִתְקַמְּטוּת	noun	qmT	m_hItqA_73lu!t	-	n			u!t	Wt	hitkamtu!t	b_sus	true	false	hitqamTu!t
hItQA_m3nu!t	noun	0	הִתְאַמְּנוּת	noun	Qmn	m_hItqA_73lu!t	-	n			u!t	Wt	hit'amnu!t	b_sus	true	false	hitamnu!t
hItqA_m3ru!t	noun	0	הִתְקַמְּרוּת	noun	qmr	m_hItqA_73lu!t	-	n			u!t	Wt	hitkamru!t	b_sus	true	false	hitqamru!t
hItQA_m3tu!t	noun	0	הִתְאַמְּתוּת	noun	Qmt	m_hItqA_73lu!t	-	n			u!t	Wt	hit'amtu!t	b_sus	true	false	hitamtu!t
hItqA_m3Zu!t	noun	0	הִתְקַמְּצוּת	noun	qmZ	m_hItqA_73lu!t	-	n			u!t	Wt	hitkamtsu!t	b_sus	true	false	hitqamZu!t
hItQA_m3Zu!t	noun	0	הִתְאַמְּצוּת	noun	QmZ	m_hItqA_73lu!t	-	n			u!t	Wt	hit'amtsu!t	b_sus	true	false	hitamZu!t
hItQAmb37u!t	noun	0	הִתְאַמְבְּטוּת	noun	QmbT	m_hItqA_73lu!t	-	n			u!t	Wt	hit'ambetu!t	b_sus	true	false	hitambeTu!t
hItqAmb3nu!t	noun	0	הִתְקַמְבְּנוּת	noun	qmbn	m_hItqA_73lu!t	-	n			u!t	Wt	hitkambenu!t	b_sus	true	false	hitqambenu!t
hItqAmb3qu!t	noun	0	הִתְקַמְבְּקוּת	noun	qmbq	m_hItqA_73lu!t	-	n			u!t	Wt	hitkambeku!t	b_sus	true	false	hitqambequ!t
hItQAmbe!7	verb	0	הִתְאַמְבֵּט	verb	QmbT	b_hitpael							hit'ambe!t		false	false	hitambe!T
hItqA_me!7	verb	0	הִתְקַמֵּט	verb	qmT	b_hitpael							hitkame!t		false	false	hitqame!T
hItqA_me!jÁ	verb	0	הִתְקַמֵּחַ	verb	qmj	b_hitpael							hitkame!ax		false	false	hitqame!ac
hItQA_me!n	verb	0	הִתְאַמֵּן	verb	Qmn	b_hitpael							hit'ame!n		false	false	hitame!n
hItqA_me!r	verb	0	הִתְקַמֵּר	verb	qmr	b_hitpael							hitkame!r		false	false	hitqame!r
hItQA_me!r	verb	0	הִתְאַמֵּר	verb	Qmr	b_hitpael							hit'ame!r		false	false	hitame!r
hItQA_me!t	verb	0	הִתְאַמֵּת	verb	Qmt	b_hitpael							hit'ame!t		false	false	hitame!t
hItqA_me!Z	verb	0	הִתְקַמֵּץ	verb	qmZ	b_hitpael							hitkame!ts		false	false	hitqame!Z
hItQA_me!Z	verb	0	הִתְאַמֵּץ	verb	QmZ	b_hitpael							hit'ame!ts		false	false	hitame!Z
hItQAml3lu!t	noun	0	הִתְאַמְלְלוּת	noun	Qmll	m_hItqA_73lu!t	-	n			u!t	Wt	hit'amlelu!t	b_sus	true	false	hitamlelu!t
hItQAmle!l	verb	0	הִתְאַמְלֵל	verb	Qmll	b_hitpael							hit'amle!l		false	false	hitamle!l
hItqAmp3lu!t	noun	0	הִתְקַמְפְּלוּת	noun	qmpl	m_hItqA_73lu!t	-	n			u!t	Wt	hitkampelu!t	b_sus	true	false	hitqampelu!t
hItqAmpr3su!t	noun	0	הִתְקַמְפְּרְסוּת	noun	qmprs	m_hItqA_73lu!t	-	n			u!t	Wt	hitkampresu!t	b_sus	true	false	hitqampresu!t
hItQAmrq3nu!t	noun	0	הִתְאַמְרְקְנוּת	noun	Qmrqn	m_hItqA_73lu!t	-	n			u!t	Wt	hit'amrkenu!t	b_sus	true	false	hitamerqenu!t
hItqAmZ3nu!t	noun	0	הִתְקַמְצְנוּת	noun	qmZn	m_hItqA_73lu!t	-	n			u!t	Wt	hitkamtsenu!t	b_sus	true	false	hitqamZenu!t
hItqAmZe!n	verb	0	הִתְקַמְצֵן	verb	qmZn	b_hitpael							hitkamtse!n		false	false	hitqamZe!n
hItQA_n3fu!t	noun	0	הִתְאַנְּפוּת	noun	Qnf	m_hItqA_73lu!t	-	n			u!t	Wt	hit'anfu!t	b_sus	true	false	hitanfu!t
hItqA_n3ju!t	noun	0	הִתְקַנְּחוּת	noun	qnj	m_hItqA_73lu!t	-	n			u!t	Wt	hitkanxu!t	b_sus	true	false	hitqancu!t
hItQA_n3ju!t	noun	0	הִתְאַנְּחוּת	noun	Qnj	m_hItqA_73lu!t	-	n			u!t	Wt	hit'anxu!t	b_sus	true	false	hitancu!t
hItqA_n3Qu!t	noun	0	הִתְקַנְּאוּת	noun	qnQ	m_hItqA_73lu!t	-	n			u!t	Wt	hitkan'u!t	b_sus	true	false	hitqan'u!t
hItqAn73ru!t	noun	0	הִתְקַנְטְרוּת	noun	qnTr	m_hItqA_73lu!t	-	n			u!t	Wt	hitkanteru!t	b_sus	true	false	hitqanTeru!t
hItqAn7e!r	verb	0	הִתְקַנְטֵר	verb	qnTr	b_hitpael							hitkante!r		false	false	hitqanTe!r
hItQA_na!H	verb	0	הִתְאַנָּה	verb	Qny	b_hitpael							hit'ana!		false	false	hitana!
hItQAnDq3su!t	noun	0	הִתְאַנְדְּקְסוּת	noun	Qndqs	m_hItqA_73lu!t	-	n			u!t	Wt	hit'andkesu!t	b_sus	true	false	hitandeqsu!t
hItQA_ne!f	verb	0	הִתְאַנֵּף	verb	Qnp	b_hitpael							hit'ane!f		false	false	hitane!f
hItqA_ne!jÁ	verb	0	הִתְקַנֵּחַ	verb	qnj	b_hitpael							hitkane!ax		false	false	hitqane!ac
hItQA_ne!jÁ	verb	0	הִתְאַנֵּחַ	verb	Qnj	b_hitpael							hit'ane!ax		false	false	hitane!ac
hItqA_ne!Q	verb	0	הִתְקַנֵּא	verb	qnQ	b_hitpael							hitkane!		false	false	hitqane!
hItQA_ne!q	verb	0	הִתְאַנֵּק	verb	Qnq	b_hitpael							hit'ane!k		false	false	hitane!q
hItqA_ne!v	verb	0	הִתְקַנֵּב	verb	qnb	b_hitpael							hitkane!v		false	false	hitqane!v
hItQAnGl3zu!t	noun	0	הִתְאַנְגְּלְזוּת	noun	Qnglz	m_hItqA_73lu!t	-	n			u!t	Wt	hit'anglezu!t	b_sus	true	false	hitanglezu!t
hItQAnp3fu!t	noun	0	הִתְאַנְפְּפוּת	noun	Qnpf	m_hItqA_73lu!t	-	n			u!t	Wt	hit'anpefu!t	b_sus	true	false	hitanpefu!t
hItqAns3lu!t	noun	0	הִתְקַנְסְלוּת	noun	qnsl	m_hItqA_73lu!t	-	n			u!t	Wt	hitkanselu!t	b_sus	true	false	hitqanselu!t
hItqA_p3ju!t	noun	0	הִתְקַפְּחוּת	noun	qpj	m_hItqA_73lu!t	-	n			u!t	Wt	hitkapxu!t	b_sus	true	false	hitqapcu!t
hItqA_p3lu!t	noun	0	הִתְקַפְּלוּת	noun	qpl	m_hItqA_73lu!t	-	n			u!t	Wt	hitkaplu!t	b_sus	true	false	hitqaplu!t
hItQA_p3qu!t	noun	0	הִתְאַפְּקוּת	noun	Qpq	m_hItqA_73lu!t	-	n			u!t	Wt	hit'apku!t	b_sus	true	false	hitapqu!t
hItQA_p3ru!t	noun	0	הִתְאַפְּרוּת	noun	Qpr	m_hItqA_73lu!t	-	n			u!t	Wt	hit'apru!t	b_sus	true	false	hitapru!t
hItQA_p3su!t	noun	0	הִתְאַפְּסוּת	noun	Qps	m_hItqA_73lu!t	-	n			u!t	Wt	hit'apsu!t	b_sus	true	false	hitapsu!t
hItQA_pa!H	verb	0	הִתְאַפָּה	verb	Qpy	b_hitpael							hit'apa!		false	false	hitapa!
hItqA_pe!d	verb	0	הִתְקַפֵּד	verb	qpd	b_hitpael							hitkape!d		false	false	hitqape!d
hItQA_pe!f	verb	0	הִתְאַפֵּף	verb	Qpp	b_hitpael							hit'ape!f		false	false	hitape!f
hItqA_pe!jÁ	verb	0	הִתְקַפֵּחַ	verb	qpj	b_hitpael							hitkape!ax		false	false	hitqape!ac
hItqA_pe!l	verb	0	הִתְקַפֵּל	verb	qpl	b_hitpael							hitkape!l		false	false	hitqape!l
hItQA_pe!l	verb	0	הִתְאַפֵּל	verb	Qpl	b_hitpael							hit'ape!l		false	false	hitape!l
hItQA_pe!q	verb	0	הִתְאַפֵּק	verb	Qpq	b_hitpael							hit'ape!k		false	false	hitape!q
hItQA_pe!r	verb	0	הִתְאַפֵּר	verb	Qpr	b_hitpael							hit'ape!r		false	false	hitape!r
hItQA_pe!s	verb	0	הִתְאַפֵּס	verb	Qps	b_hitpael							hit'ape!s		false	false	hitape!s
hItqA_pe!Z	verb	0	הִתְקַפֵּץ	verb	qpZ	b_hitpael							hitkape!ts		false	false	hitqape!Z
hItQAql3mu!t	noun	0	הִתְאַקְלְמוּת	noun	Qqlm	m_hItqA_73lu!t	-	n			u!t	Wt	hit'aklemu!t	b_sus	true	false	hitaqlemu!t
hItQAqle!m	verb	0	הִתְאַקְלֵם	verb	Qqlm	b_hitpael							hit'akle!m		false	false	hitaqle!m
hItqar3cu!t	noun	0	הִתְקָרְשׁוּת	noun	qrc	m_hItqA_73lu!t		n			u!t	Wt	hitkarcu!t	b_sus	false	false	hitqarSu!t
hItqar3ju!t	noun	0	הִתְקָרְחוּת	noun	qrj	m_hItqA_73lu!t		n			u!t	Wt	hitkarxu!t	b_sus	false	false	hitqarcu!t
hItqar3ru!t	noun	0	הִתְקָרְרוּת	noun	qrr	m_hItqA_73lu!t		n			u!t	Wt	hitkareru!t	b_sus	false	false	hitqareru!t
hItqAr3ru!t	noun	0	הִתְקַרְרוּת	noun	qrr	m_hItqA_73lu!t	-	n			u!t	Wt	hitkareru!t	b_sus	true	false	hitqareru!t
hItqar3vu!t	noun	0	הִתְקָרְבוּת	noun	qrv	m_hItqA_73lu!t		n			u!t	Wt	hitkarvu!t	b_sus	false	false	hitqarvu!t
hItQar3xu!t	noun	0	הִתְאָרְכוּת	noun	Qrx	m_hItqA_73lu!t		n			u!t	Wt	hit'arxu!t	b_sus	false	false	hitarxu!t
hItqAr73Ru!t	noun	0	הִתְקַרְטְעוּת	noun	qrTR	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarteu!t	b_sus	true	false	hitqarTeû!t
hItqARáqA!R	verb	0	הִתְקַעֲקַע	verb	qRqR	b_hitpael							hitkaaka!		false	false	hitqaâqâ!
hItqARáqe!RÁ	verb	0	הִתְקַעֲקֵעַ	verb	qRqR	b_hitpael							hitkaake!a		false	false	hitqaâqe!â
hItqArb3nu!t	noun	0	הִתְקַרְבְּנוּת	noun	qrbn	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarbenu!t	b_sus	true	false	hitqarbenu!t
hItqArbu!t	noun	0	הִתְקַרְבּוּת	noun	qrb	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarbu!t	b_sus	true	false	hitqarbu!t
hItqArcu!t	noun	0	הִתְקַרְשׁוּת	noun	qrc	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarcu!t	b_sus	true	false	hitqarSu!t
hItqare!c	verb	0	הִתְקָרֵשׁ	verb	qrc	b_hitpael							hitkare!c		false	false	hitqare!S
hItQare!g	verb	0	הִתְאָרֵג	verb	Qrg	b_hitpael							hit'are!g		false	false	hitare!g
hItqare!jÁ	verb	0	הִתְקָרֵחַ	verb	qrj	b_hitpael							hitkare!ax		false	false	hitqare!ac
hItQare!jÁ	verb	0	הִתְאָרֵחַ	verb	Qrj	b_hitpael							hit'are!ax		false	false	hitare!ac
hItqare!m	verb	0	הִתְקָרֵם	verb	qrm	b_hitpael							hitkare!m		false	false	hitqare!m
hItqare!n	verb	0	הִתְקָרֵן	verb	qrn	b_hitpael							hitkare!n		false	false	hitqare!n
hItqare!Q	verb	0	הִתְקָרֵא	verb	qrQ	b_hitpael							hitkare!		false	false	hitqare!
hItqare!r	verb	0	הִתְקָרֵר	verb	qrr	b_hitpael							hitkare!r		false	false	hitqare!r
hItqARe!r	verb	0	הִתְקַעֵר	verb	qRr	b_hitpael							hitkae!r		false	false	hitqaê!r
hItQare!r	verb	0	הִתְאָרֵר	verb	Qrr	b_hitpael							hit'are!r		false	false	hitare!r
hItqare!RÁ	verb	0	הִתְקָרֵעַ	verb	qrR	b_hitpael							hitkare!a		false	false	hitqare!â
hItQare!RÁ	verb	0	הִתְאָרֵעַ	verb	QrR	b_hitpael							hit'are!a		false	false	hitare!â
hItQare!s	verb	0	הִתְאָרֵס	verb	Qrs	b_hitpael							hit'are!s		false	false	hitare!s
hItQare!S	verb	0	הִתְאָרֵשׂ	verb	QrS	b_hitpael							hit'are!s		false	false	hitare!s
hItqare!v	verb	0	הִתְקָרֵב	verb	qrb	b_hitpael							hitkare!v		false	false	hitqare!v
hItQare!x	verb	0	הִתְאָרֵךְ	verb	Qrk	b_hitpael							hit'are!x		false	false	hitare!x
hItQArG3nu!t	noun	0	הִתְאַרְגְּנוּת	noun	Qrgn	m_hItqA_73lu!t	-	n			u!t	Wt	hit'argenu!t	b_sus	true	false	hitargenu!t
hItQArGe!n	verb	0	הִתְאַרְגֵּן	verb	Qrgn	b_hitpael							hit'arge!n		false	false	hitarge!n
hItQArGm3nu!t	noun	0	הִתְאַרְגְּמְנוּת	noun	Qrgmn	m_hItqA_73lu!t	-	n			u!t	Wt	hit'argmenu!t	b_sus	true	false	hitargmenu!t
hItqArj3nu!t	noun	0	הִתְקַרְחְנוּת	noun	qrjn	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarxenu!t	b_sus	true	false	hitqarcenu!t
hItqArje!n	verb	0	הִתְקַרְחֵן	verb	qrjn	b_hitpael							hitkarxe!n		false	false	hitqarce!n
hItqArju!t	noun	0	הִתְקַרְחוּת	noun	qrj	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarxu!t	b_sus	true	false	hitqarcu!t
hItQArju!t	noun	0	הִתְאַרְחוּת	noun	Qrj	m_hItqA_73lu!t	-	n			u!t	Wt	hit'arxu!t	b_sus	true	false	hitarcu!t
hItQArku!t	noun	0	הִתְאַרְכּוּת	noun	Qrk	m_hItqA_73lu!t	-	n			u!t	Wt	hit'arku!t	b_sus	true	false	hitarku!t
hItqArm3lu!t	noun	0	הִתְקַרְמְלוּת	noun	qrml	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarmelu!t	b_sus	true	false	hitqarmelu!t
hItQArme!l	verb	0	הִתְאַרְמֵל	verb	Qrml	b_hitpael							hit'arme!l		false	false	hitarme!l
hItqArmu!t	noun	0	הִתְקַרְמוּת	noun	qrm	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarmu!t	b_sus	true	false	hitqarmu!t
hItqArn3fu!t	noun	0	הִתְקַרְנְפוּת	noun	qrnf	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarnefu!t	b_sus	true	false	hitqarnefu!t
hItqArne!f	verb	0	הִתְקַרְנֵף	verb		b_hitpael							hitkarne!f		false	false	hitqarne!f
hItqArq3ru!t	noun	0	הִתְקַרְקְרוּת	noun	qrqr	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarkeru!t	b_sus	true	false	hitqarqeru!t
hItqARq3Ru!t	noun	0	הִתְקַעְקְעוּת	noun	qRqR	m_hItqA_73lu!t	-	n			u!t	Wt	hitkakeu!t	b_sus	true	false	hitqâqeû!t
hItqARqA!R	verb	0	הִתְקַעְקַע	verb	qRqR	b_hitpael							hitkaka!		false	false	hitqâqâ!
hItqArqe!c	verb	0	הִתְקַרְקֵשׁ	verb	qrqc	b_hitpael							hitkarke!c		false	false	hitqarqe!S
hItqArqe!r	verb	0	הִתְקַרְקֵר	verb	qrqr	b_hitpael							hitkarke!r		false	false	hitqarqe!r
hItqARqe!RÁ	verb	0	הִתְקַעְקֵעַ	verb	qRqR	b_hitpael							hitkake!a		false	false	hitqâqe!â
hItqArQu!t	noun	0	הִתְקַרְאוּת	noun	qrQ	m_hItqA_73lu!t	-	n			u!t	Wt	hitkar'u!t	b_sus	true	false	hitqar'u!t
hItqARru!t	noun	0	הִתְקַעְרוּת	noun	qRr	m_hItqA_73lu!t	-	n			u!t	Wt	hitkaru!t	b_sus	true	false	hitqâru!t
hItQArRu!t	noun	0	הִתְאַרְעוּת	noun	QrR	m_hItqA_73lu!t	-	n			u!t	Wt	hit'ar'u!t	b_sus	true	false	hitarû!t
hItQArsu!t	noun	0	הִתְאַרְסוּת	noun	Qrs	m_hItqA_73lu!t	-	n			u!t	Wt	hit'arsu!t	b_sus	true	false	hitarsu!t
hItqArvu!t	noun	0	הִתְקַרְבוּת	noun	qrv	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarvu!t	b_sus	true	false	hitqarvu!t
hItQArxu!t	noun	0	הִתְאַרְכוּת	noun	Qrx	m_hItqA_73lu!t	-	n			u!t	Wt	hit'arxu!t	b_sus	true	false	hitarxu!t
hItqArZ3fu!t	noun	0	הִתְקַרְצְפוּת	noun	qrZf	m_hItqA_73lu!t	-	n			u!t	Wt	hitkartsefu!t	b_sus	true	false	hitqarZefu!t
hItqArz3lu!t	noun	0	הִתְקַרְזְלוּת	noun	qrzl	m_hItqA_73lu!t	-	n			u!t	Wt	hitkarzelu!t	b_sus	true	false	hitqarzelu!t
hItqArZ3Zu!t	noun	0	הִתְקַרְצְצוּת	noun	qrZZ	m_hItqA_73lu!t	-	n			u!t	Wt	hitkartsetsu!t	b_sus	true	false	hitqarZeZu!t
hItqArZe!f	verb	0	הִתְקַרְצֵף	verb	qrZp	b_hitpael							hitkartse!f		false	false	hitqarZe!f
hItqArze!l	verb	0	הִתְקַרְזֵל	verb	qrzl	b_hitpael							hitkarze!l		false	false	hitqarze!l
hItQA_s3fu!t	noun	0	הִתְאַסְּפוּת	noun	Qsf	m_hItqA_73lu!t	-	n			u!t	Wt	hit'asfu!t	b_sus	true	false	hitasfu!t
hItQA_se!f	verb	0	הִתְאַסֵּף	verb	Qsp	b_hitpael							hit'ase!f		false	false	hitase!f
hItQA_se!r	verb	0	הִתְאַסֵּר	verb	Qsr	b_hitpael							hit'ase!r		false	false	hitase!r
hItQAsl3mu!t	noun	0	הִתְאַסְלְמוּת	noun	Qslm	m_hItqA_73lu!t	-	n			u!t	Wt	hit'aslemu!t	b_sus	true	false	hitaslemu!t
hItQAsle!m	verb	0	הִתְאַסְלֵם	verb	Qslm	b_hitpael							hit'asle!m		false	false	hitasle!m
hItqASq3Su!t	noun	0	הִתְקַשְׂקְשׂוּת	noun	qSqS	m_hItqA_73lu!t	-	n			u!t	Wt	hitkaskesu!t	b_sus	true	false	hitqasqesu!t
hItQA_T3ru!t	noun	0	הִתְאַתְּרוּת	noun	Qtr	m_hItqA_73lu!t	-	n			u!t	Wt	hit'atru!t	b_sus	true	false	hitatru!t
